"federalist" "federalist_1" "federalist_10" "federalist_11" "federalist_12" "federalist_13" "federalist_14" "federalist_15" "federalist_16" "federalist_17" "federalist_18" "federalist_19" "federalist_2" "federalist_20" "federalist_21" "federalist_22" "federalist_23" "federalist_24" "federalist_25" "federalist_26" "federalist_27" "federalist_28" "federalist_29" "federalist_3" "federalist_30" "federalist_31" "federalist_32" "federalist_33" "federalist_34" "federalist_35" "federalist_36" "federalist_37" "federalist_38" "federalist_39" "federalist_4" "federalist_40" "federalist_41" "federalist_42" "federalist_43" "federalist_44" "federalist_45" "federalist_46" "federalist_47" "federalist_48" "federalist_49" "federalist_5" "federalist_50" "federalist_51" "federalist_52" "federalist_53" "federalist_54" "federalist_55" "federalist_56" "federalist_57" "federalist_58" "federalist_59" "federalist_6" "federalist_60" "federalist_61" "federalist_62" "federalist_63" "federalist_64" "federalist_65" "federalist_66" "federalist_67" "federalist_68" "federalist_69" "federalist_7" "federalist_70" "federalist_71" "federalist_72" "federalist_73" "federalist_74" "federalist_75" "federalist_76" "federalist_77" "federalist_78" "federalist_79" "federalist_8" "federalist_80" "federalist_81" "federalist_82" "federalist_83" "federalist_84" "federalist_85" "federalist_9"
"pure" 0.00256324814805321 0 0.0660720185001652 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"quell" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497017892644135 0.0415627597672485 0 0.0613496932515337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289771080846132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"quickly" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0 0 0 0 0.0497017892644135 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0964785335262904 0 0 0 0 0 0 0
"radical" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298775022408127 0.0380372765310004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"rapid" 0.00256324814805321 0 0 0.0395569620253165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0.0567214974475326 0 0 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0.0497512437810945
"redress" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613496932515337 0 0 0 0 0 0.0584453535943892 0 0 0 0 0 0 0 0 0 0 0.0289771080846132 0.0342465753424658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"reducing" 0.00256324814805321 0 0.0660720185001652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0890471950133571 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0
"refinements" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0.0415627597672485 0 0 0 0 0 0 0 0.0584453535943892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0645994832041344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"refund" 0.00512649629610643 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"refused" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0 0 0 0 0 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.099009900990099 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0512557662737058 0 0 0 0 0 0 0 0 0 0 0
"religious" 0.00256324814805321 0 0.0660720185001652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.051440329218107 0.0536768652710682 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"removing" 0.00256324814805321 0 0.0660720185001652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342465753424658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0955109837631328 0 0 0 0 0.0170735871606625 0 0 0
"renounce" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485436893203883 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0.0418585182084554 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0
"repeal" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0560224089635854 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0429737859905458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"repeat" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485436893203883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0735294117647059 0
"repose" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0415627597672485 0 0 0 0 0.100704934541793 0 0 0 0 0 0 0.0365230094959825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0
"resemble" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.132538104705103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0667779632721202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0170735871606625 0 0 0
"residuary" 0.00256324814805321 0 0 0 0 0 0 0 0 0.0627352572145546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0584453535943892 0 0 0 0 0 0.0380372765310004 0 0 0 0 0.0289771080846132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"residue" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613496932515337 0 0 0 0 0 0.0584453535943892 0 0 0 0 0 0 0 0 0 0 0 0.0342465753424658 0.0465983224603914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0429737859905458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"resolved" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0.099403578528827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"respectability" 0.00256324814805321 0 0 0 0.0458295142071494 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0379218809252939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"restricted" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0.043956043956044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0
"resulted" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0584453535943892 0 0 0 0 0.0298775022408127 0 0 0 0 0.0357142857142857 0 0.0342465753424658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"revolt" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0 0.0280112044817927 0 0 0.0497017892644135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rigid" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0.0415627597672485 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0380372765310004 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0516528925619835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rise" 0.00256324814805321 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0.0379218809252939 0 0 0 0.0733137829912024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0367647058823529 0
"rivers" 0.00256324814805321 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0.0593119810201661 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"road" 0.00256324814805321 0.0615384615384615 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0367647058823529 0
"roman" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0894454382826476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05941770647653 0 0 0 0 0.0509943906170321 0 0 0 0 0 0 0 0 0 0 0 0
"ruinous" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0.0436490615451768 0 0 0 0 0 0 0.0485201358563804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sacrificing" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0872981230903536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"salaries" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0.191021967526266 0 0 0 0 0 0.0236910684671879 0 0
"sample" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600600600600601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0 0
"sanguine" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0.0593119810201661 0 0 0 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0.0429922613929493 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"saved" 0.00256324814805321 0 0.0330360092500826 0 0 0.101419878296146 0 0 0 0 0 0 0 0 0 0 0 0 0.0497017892644135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0567214974475326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"scenes" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0579542161692263 0 0.0465983224603914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"scotland" 0.00256324814805321 0 0 0 0 0 0 0 0 0.0627352572145546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.120336943441637 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0 0 0 0.0597371565113501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"scruples" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0.0289771080846132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0418585182084554 0 0 0 0 0.0325309043591412 0 0 0 0 0 0 0 0 0
"sea" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0.0497017892644135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0601684717208183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"seasons" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0.0972762645914397 0 0 0 0 0 0 0 0 0 0 0 0 0
"seduced" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0.0936329588014981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0601684717208183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"senatorial" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0.0416666666666667 0.0327653997378768 0 0 0.0436490615451768 0 0 0 0 0 0 0 0 0 0.0509943906170321 0 0 0 0 0 0 0 0 0 0 0 0
"separately" 0.00256324814805321 0 0 0 0.0458295142071494 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0.0289771080846132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"septennial" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0890471950133571 0 0.161030595813205 0.045766590389016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"servants" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"settle" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0.0647668393782383 0 0.0280112044817927 0 0 0 0 0 0 0 0.0681663258350375 0 0 0 0 0 0 0 0 0 0 0.0601684717208183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"settled" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496524329692155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0 0.0536768652710682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485201358563804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"severity" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0.0429737859905458 0 0 0.0600600600600601 0 0 0 0 0 0 0 0.0972762645914397 0 0 0 0.0325309043591412 0 0 0 0 0 0 0 0 0
"singular" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0 0 0.0327868852459016 0 0 0 0 0 0 0 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"skill" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0888494002665482 0 0 0 0 0 0 0 0 0.0730460189919649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325309043591412 0 0 0 0 0 0 0 0 0
"smallness" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0970873786407767 0 0 0.0473036896877956 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0
"sober" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342465753424658 0 0.0379218809252939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0170735871606625 0 0.0367647058823529 0
"somewhat" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0 0.0342465753424658 0 0 0 0 0 0 0.0890471950133571 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0 0 0 0 0.0653167864141084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sooner" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0 0 0 0 0 0 0 0 0 0.0645994832041344 0 0.0327653997378768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"speaks" 0.00256324814805321 0.0615384615384615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289771080846132 0 0 0.0379218809252939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600600600600601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0 0
"spite" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0379218809252939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0418585182084554 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0
"stamped" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0.0280426247896803 0 0.0289771080846132 0 0 0 0.0361271676300578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"statesmen" 0.00256324814805321 0 0.0660720185001652 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"stipulations" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0.0236910684671879 0 0
"strongly" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0379218809252939 0 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0 0.0509943906170321 0 0 0 0 0 0 0 0 0 0 0 0
"subdue" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0613496932515337 0.0444247001332741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"successors" 0.00256324814805321 0 0 0 0 0 0.046189376443418 0 0 0 0.0936329588014981 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485436893203883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
