"federalist" "federalist_1" "federalist_10" "federalist_11" "federalist_12" "federalist_13" "federalist_14" "federalist_15" "federalist_16" "federalist_17" "federalist_18" "federalist_19" "federalist_2" "federalist_20" "federalist_21" "federalist_22" "federalist_23" "federalist_24" "federalist_25" "federalist_26" "federalist_27" "federalist_28" "federalist_29" "federalist_3" "federalist_30" "federalist_31" "federalist_32" "federalist_33" "federalist_34" "federalist_35" "federalist_36" "federalist_37" "federalist_38" "federalist_39" "federalist_4" "federalist_40" "federalist_41" "federalist_42" "federalist_43" "federalist_44" "federalist_45" "federalist_46" "federalist_47" "federalist_48" "federalist_49" "federalist_5" "federalist_50" "federalist_51" "federalist_52" "federalist_53" "federalist_54" "federalist_55" "federalist_56" "federalist_57" "federalist_58" "federalist_59" "federalist_6" "federalist_60" "federalist_61" "federalist_62" "federalist_63" "federalist_64" "federalist_65" "federalist_66" "federalist_67" "federalist_68" "federalist_69" "federalist_7" "federalist_70" "federalist_71" "federalist_72" "federalist_73" "federalist_74" "federalist_75" "federalist_76" "federalist_77" "federalist_78" "federalist_79" "federalist_8" "federalist_80" "federalist_81" "federalist_82" "federalist_83" "federalist_84" "federalist_85" "federalist_9"
"kingdoms" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0465983224603914 0.0379218809252939 0 0 0 0.0733137829912024 0 0 0 0 0 0 0.0597371565113501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"labored" 0.00256324814805321 0 0.0330360092500826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0.0584453535943892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0
"laborious" 0.00256324814805321 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0325309043591412 0 0 0 0.0254323499491353 0 0 0 0 0
"lament" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0955109837631328 0 0 0 0 0 0 0 0.0497512437810945
"lastly" 0.00256324814805321 0.0615384615384615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0361271676300578 0 0 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0 0
"lately" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0.0593119810201661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0972762645914397 0 0 0 0 0 0 0 0 0 0 0 0.0367647058823529 0
"laudable" 0.00256324814805321 0.0615384615384615 0 0 0 0 0 0 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"learned" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.131868131868132 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"leaves" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0.043956043956044 0 0 0 0.0380372765310004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0955109837631328 0 0 0 0 0 0 0 0.0497512437810945
"letters" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0.102739726027397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"levying" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0560852495793606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"likewise" 0.00256324814805321 0 0 0 0 0 0 0 0 0.0627352572145546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0429737859905458 0 0 0 0 0 0 0 0.0567214974475326 0 0 0 0 0 0 0 0 0 0 0 0 0.0170735871606625 0 0 0
"live" 0.00256324814805321 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0 0.0495049504950495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0367647058823529 0.0497512437810945
"looked" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0.0494315373208107 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485201358563804 0 0 0 0 0.0496277915632754 0 0 0 0 0 0 0 0 0 0
"lords" 0.00256324814805321 0 0 0 0 0 0 0 0 0.0627352572145546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0.0567214974475326 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0.0236910684671879 0 0
"low" 0.00256324814805321 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0584453535943892 0 0.043956043956044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0653167864141084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0 0
"lycurgus" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.119510008963251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"majesty" 0.00256324814805321 0 0 0 0 0 0 0 0.0484496124031008 0 0.0468164794007491 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0.0600600600600601 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"major" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.102880658436214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0972762645914397 0.0509943906170321 0 0 0.0325309043591412 0 0 0 0 0 0 0 0 0
"marine" 0.00256324814805321 0 0 0.0791139240506329 0 0 0 0 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0
"masters" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0 0 0 0 0 0 0 0.0613496932515337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0.0495049504950495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0
"melancholy" 0.00256324814805321 0 0 0 0 0 0.046189376443418 0.0321957501609788 0 0 0 0 0 0.0647668393782383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mixed" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0380372765310004 0 0.0655737704918033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0 0 0 0 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"monster" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0.0482160077145612 0 0 0 0 0 0 0 0 0 0 0.0444247001332741 0 0 0 0 0.0584453535943892 0 0 0 0 0 0 0 0 0 0 0 0.0342465753424658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"monuments" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0.0468164794007491 0 0 0 0 0 0 0 0.0497017892644135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0.0567214974475326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"motion" 0.00256324814805321 0 0 0.0395569620253165 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0 0 0 0 0.0674763832658569 0 0 0 0.0503524672708963 0.0569476082004556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"mr" 0.00256324814805321 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0567214974475326 0 0.0418585182084554 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"names" 0.00256324814805321 0 0 0 0 0 0.092378752886836 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.178094390026714 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"neutrality" 0.00256324814805321 0 0 0.0791139240506329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.043956043956044 0 0 0 0 0.0601684717208183 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"novel" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0890471950133571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0254323499491353 0 0 0 0 0.0995024875621891
"obligatory" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0.0429737859905458 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"obliges" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0.0482160077145612 0 0.129533678756477 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"observance" 0.00256324814805321 0 0 0 0 0 0 0.0643915003219575 0 0 0 0 0 0 0 0 0 0 0 0 0.0674763832658569 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0 0
"obstruct" 0.00256324814805321 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029708853238265 0 0 0 0 0 0 0.0496277915632754 0 0 0.0482392667631452 0 0 0 0 0 0 0
"occasionally" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0653167864141084 0 0 0 0 0 0 0.0972762645914397 0 0.0512557662737058 0 0 0 0 0 0 0 0 0 0.0367647058823529 0
"offense" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.098135426889107 0 0 0 0.0333889816360601 0 0 0 0 0 0.0972762645914397 0 0 0 0 0 0 0 0 0 0 0 0 0
"opulent" 0.00256324814805321 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0.043956043956044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0 0 0 0 0 0 0 0 0 0.0327653997378768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"overrule" 0.00256324814805321 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0 0
"p" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0529380624669137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0473821369343757 0.0367647058823529 0
"page" 0.00307589777766386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0890471950133571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0.0650618087182824 0 0 0 0 0 0 0 0 0
"paramount" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280112044817927 0 0 0 0 0 0.0613496932515337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0 0 0 0.091533180778032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"parliamentary" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0560852495793606 0 0 0 0 0 0 0 0 0 0 0 0.107353730542136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"participation" 0.00256324814805321 0 0 0 0 0 0 0.0321957501609788 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0 0.101988781234064 0 0 0 0 0 0 0 0 0 0 0 0
"patient" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.149387511204063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"perpetuate" 0.00256324814805321 0 0 0 0 0 0.046189376443418 0 0 0 0 0 0.118623962040332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0289771080846132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"pervert" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0357142857142857 0 0 0 0 0 0 0 0 0.0890471950133571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0600600600600601 0 0 0 0 0 0 0.0418585182084554 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945
"philip" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0.234082397003745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"plausibility" 0.00256324814805321 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342465753424658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0436490615451768 0.0600600600600601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"plead" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0490677134445535 0 0 0 0 0 0 0 0 0 0.194552529182879 0.0509943906170321 0 0 0 0 0 0 0 0 0 0 0 0
"practices" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0.045766590389016 0 0 0 0 0 0 0.0447227191413238 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0404367165386171 0 0 0 0 0.0367647058823529 0
"precious" 0.00256324814805321 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0327868852459016 0.0280426247896803 0 0 0 0.0465983224603914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0429737859905458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"preclude" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497017892644135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0280426247896803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496277915632754 0 0.0955109837631328 0 0 0.0254323499491353 0 0 0 0 0
"predecessors" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298775022408127 0 0 0 0 0 0 0.0684931506849315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0439753737906772 0 0 0 0 0 0 0 0 0.0333889816360601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"predicament" 0.00256324814805321 0 0 0.0395569620253165 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0964785335262904 0 0 0 0.0170735871606625 0.0236910684671879 0 0
"probates" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0853679358033123 0 0 0
"profess" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0.0429737859905458 0 0.0436490615451768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0236910684671879 0.0367647058823529 0
"professions" 0.00256324814805321 0.0615384615384615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.131868131868132 0.0334672021419009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"promise" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0674763832658569 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0733137829912024 0 0 0 0 0 0 0 0.0445831475702185 0 0 0 0 0 0 0 0 0 0 0 0.0653167864141084 0 0 0 0.0567214974475326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"promoting" 0.00307589777766386 0 0 0 0.0458295142071494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0365230094959825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0567214974475326 0 0 0 0.0509943906170321 0 0 0 0 0 0 0 0 0 0 0 0
"proportionably" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0674763832658569 0.0613496932515337 0 0 0.0503524672708963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485436893203883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482392667631452 0 0 0 0 0 0 0
"proportional" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496524329692155 0.0280112044817927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.045766590389016 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"prudently" 0.00256324814805321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0334672021419009 0 0.0298775022408127 0 0.0601684717208183 0 0.0560852495793606 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
